id	term	variants	translation	stem	forms	note	category	status
restore_magic	restore magic		відновлення магії			відновлення магії	Механіки	
acid	acid		кислота			кислота	Механіки	
piece_of_mail	piece of mail		лист			поштове повідомлення	Предмети	
stamped_scroll	stamped scroll		сувій із печаткою			сувій із печаткою	Предмети	
scroll_of_fire	scroll of fire	scrolls of fire	сувій вогню			магічний сувій	Предмети	
scroll_of_food	scroll of food		сувій їжі			магічний сувій	Предмети	
scroll_of_magic_mapping	scroll of magic mapping		сувій магічного картографування			магічний сувій	Предмети	
magic_mapping	Magic Mapping		магічне картографування			закляття створення мапи	Закляття	
scroll_of_repair	scroll of repair	Scrolls of repair	сувій ремонту			магічний сувій	Предмети	
scroll_of_destroy_armor	scroll of destroy armor		сувій знищення обладунків			магічний сувій	Предмети	
destroy_armor	Destroy Armor		знищення обладунку			ефект знищення обладунку	Закляття	
scroll_of_teleportation	scroll of teleportation		сувій телепортації			магічний сувій	Предмети	
teleportation	Teleportation	teleporting|[Teleportation]|Teleports|Teleportations	телепортація			закляття телепортації	Закляття	
scroll_of_summon	scroll of summon		сувій виклику			магічний сувій	Предмети	
summon	Summon	Summons	виклик			закляття виклику	Закляття	
magicstaff_of_light	magicstaff of light		магічний посох світла			магічний посох	Предмети	
magicstaff	magicstaff	MAGICSTAFFS	магічний посох			тип магічного посоха	Предмети	
magicstaff_of_digging	magicstaff of digging		магічний посох копання			магічний посох	Предмети	
magicstaff_of_locking	magicstaff of locking		магічний посох замикання			магічний посох	Предмети	
locking	Locking	lock spell	замикання			закляття замикання	Закляття	
magicstaff_of_magic_missile	magicstaff of magic missile		магічний посох магічного снаряда			магічний посох	Предмети	
magic_missile	Magic Missile	[Magic Missile]	магічний снаряд			закляття магічного снаряда	Закляття	
magicstaff_of_opening	magicstaff of opening		магічний посох відмикання			магічний посох	Предмети	
opening	Opening		відмикання			закляття відмикання	Закляття	
magicstaff_of_slow	magicstaff of slow		магічний посох уповільнення			магічний посох	Предмети	
slow	Slow	slowing|[Slow]|Slows	сповільнення			закляття сповільнення	Закляття	
magicstaff_of_cold	magicstaff of cold		магічний посох холоду			магічний посох	Предмети	
cold	Cold	[Cold]	холод			закляття холоду	Закляття	
magicstaff_of_fire	magicstaff of fire		магічний посох вогню			магічний посох	Предмети	
fire	Fire	fires	вогонь			закляття вогню	Закляття	
magicstaff_of_lightning	magicstaff of lightning		магічний посох блискавки			магічний посох	Предмети	
lightning	Lightning	[Lightning]	блискавка			закляття блискавки	Закляття	
magicstaff_of_sleep	magicstaff of sleep		магічний посох сну			магічний посох	Предмети	
sleep	Sleep	[Sleep]|Sleeping	сон			закляття сну	Закляття	
ring_of_adornment	ring of adornment		перстень привабливості			магічний перстень	Предмети	
adornment	Adornment		оздоба			властивість прикрашання	Механіки	
ring_of_slow_digestion	ring of slow digestion		перстень повільного травлення			магічний перстень	Предмети	
slow_digestion	Slow Digestion	[Slow Digestion]	сповільнене травлення			сповільнене травлення	Механіки	
ring_of_protection	ring of protection		перстень захисту			магічний перстень	Предмети	
ring_of_warning	ring of warning		перстень перестороги			магічний перстень	Предмети	
warning	Warning	[Warning]	попередження			попередження про небезпеку	Механіки	
ring_of_might	ring of might		перстень могутності			магічний перстень	Предмети	
ring_of_constitution	ring of constitution		перстень витривалості			магічний перстень	Предмети	
ring_of_invisibility	ring of invisibility		перстень невидимості			магічний перстень	Предмети	
ring_of_magic_resistance	ring of magic resistance		перстень опору магії			магічний перстень	Предмети	
ring_of_levitation	ring of levitation		перстень левітації			магічний перстень	Предмети	
ring_of_regeneration	ring of regeneration		перстень регенерації			магічний перстень	Предмети	
regeneration	Regeneration	regenerate|regen|Regenerates	регенерація			відновлення здоров’я	Механіки	
ring_of_teleportation	ring of teleportation		перстень телепортації			магічний перстень	Предмети	
spellbook_of_forcebolt	spellbook of forcebolt		книга заклять силового заряду			книга заклять	Предмети	
forcebolt	Forcebolt		силовий снаряд			силовий снаряд	Закляття	
spellbook_of_magic_missile	spellbook of magic missile		книга заклять магічного снаряда			книга заклять	Предмети	
spellbook_of_cold	spellbook of cold		книга заклять холоду			книга заклять	Предмети	
spellbook_of_fireball	spellbook of fireball		книга заклять вогняної кулі			книга заклять	Предмети	
fireball	Fireball	[Fireball]|fireballs	вогняна куля			закляття вогняної кулі	Закляття	
spellbook_of_light	spellbook of light		книга заклять світла			книга заклять	Предмети	
spellbook_of_remove_curse	spellbook of remove curse		книга заклять зняття прокляття			книга заклять	Предмети	
remove_curse	Remove Curse		зняття прокляття			закляття зняття прокляття	Закляття	
spellbook_of_lightning	spellbook of lightning		книга заклять блискавки			книга заклять	Предмети	
spellbook_of_identify	spellbook of identify		книга заклять розпізнавання			книга заклять	Предмети	
spellbook_of_magic_mapping	spellbook of magic mapping		книга заклять магічного картографування			книга заклять	Предмети	
spellbook_of_sleep	spellbook of sleep		книга заклять сну			книга заклять	Предмети	
spellbook_of_confuse	spellbook of confuse		книга заклять спантеличення			книга заклять	Предмети	
confuse	Confuse	[Confuse]	спантеличення			закляття спантеличення	Закляття	
spellbook_of_slow	spellbook of slow		книга заклять уповільнення			книга заклять	Предмети	
spellbook_of_opening	spellbook of opening		книга заклять відмикання			книга заклять	Предмети	
spellbook_of_locking	spellbook of locking		книга заклять замикання			книга заклять	Предмети	
spellbook_of_levitation	spellbook of levitation		книга заклять левітації			книга заклять	Предмети	
spellbook_of_invisibility	spellbook of invisibility		книга заклять невидимості			книга заклять	Предмети	
spellbook_of_teleportation	spellbook of teleportation		книга заклять телепортації			книга заклять	Предмети	
spellbook_of_healing	spellbook of healing		книга заклять зцілення			книга заклять	Предмети	
spellbook_of_extra_healing	spellbook of extra healing		книга заклять посиленого зцілення			книга заклять	Предмети	
spellbook_of_cure_ailment	spellbook of cure ailment		книга заклять лікування недуг			книга заклять	Предмети	
spellbook_of_dig	spellbook of dig		книга заклять риття			книга заклять	Предмети	
luckstone	luckstone		камінь удачі			камінь удачі	Предмети	
garnet	garnet		гранат			коштовний камінь	Предмети	
jacinth	jacinth		гіацинт			коштовний камінь	Предмети	
amber	amber		бурштин			коштовний камінь	Предмети	
citrine	citrine		цитрин			коштовний камінь	Предмети	
jade	jade		нефрит			коштовний камінь	Предмети	
emerald	emerald	Emeralds	смарагд			коштовний камінь	Предмети	
sapphire	sapphire		сапфір			коштовний камінь	Предмети	
aquamarine	aquamarine		аквамарин			коштовний камінь	Предмети	
amethyst	amethyst		аметист			коштовний камінь	Предмети	
fluorite	fluorite		флюорит			коштовний камінь	Предмети	
opal	opal		опал			коштовний камінь	Предмети	
diamond	diamond		діамант			коштовний камінь	Предмети	
jetstone	jetstone		гагат			коштовний камінь	Предмети	
obsidian	obsidian		обсидіан			коштовний камінь	Предмети	
piece_of_worthless_glass	piece of worthless glass		шматок безвартісного скла			імітація самоцвіту	Предмети	
lantern	lantern	LANTERNS|LANTERS	ліхтар			джерело світла	Предмети	
pair_of_glasses	pair of glasses		окуляри			окуляри	Предмети	
bread	bread		хліб			хліб	Предмети	
cream_pie	cream pie		вершковий пиріг			вершковий пиріг	Предмети	
cheese	cheese		сир			сир	Предмети	
apple	apple		яблуко			яблуко	Предмети	
meat	meat	meats	м'ясо			м’ясо	Предмети	
fish	fish		риба			риба	Предмети	
book	book	books	книга			книга	Предмети	
readable_book	readable book		книга для читання			книга, яку можна прочитати	Предмети	
magic_sword	magic sword		магічний меч			нерозпізнаний артефактний меч	Предмети	
magic_mace	magic mace		магічна булава			нерозпізнана артефактна булава	Предмети	
magic_spear	magic spear		магічний спис			нерозпізнаний артефактний спис	Предмети	
magic_axe	magic axe		магічна сокира			нерозпізнана артефактна сокира	Предмети	
khryselakatos	Khryselakatos		Хриселакатос			артефактний лук	Предмети	
magic_bow	magic bow		магічний лук			нерозпізнаний артефактний лук	Предмети	
dragon_s_mail	Dragon's Mail		Драконяча кольчуга			артефактний нагрудник	Предмети	
artifact_breastpiece	artifact breastpiece		артефактний нагрудник			нерозпізнаний артефактний нагрудник	Предмети	
sphinx_s_casque	Sphinx's Casque		Шолом Сфінкса			артефактний шолом	Предмети	
artifact_helm	artifact helm		артефактний шолом			нерозпізнаний артефактний шолом	Предмети	
oracle_s_treads	Oracle's Treads		Чоботи Оракула			артефактні чоботи	Предмети	
artifact_boots	artifact boots		артефактні чоботи			нерозпізнані артефактні чоботи	Предмети	
wraith_s_gown	Wraith's Gown		Плащ Примари			артефактний плащ	Предмети	
artifact_cloak	artifact cloak		артефактний плащ			нерозпізнаний артефактний плащ	Предмети	
djinni_s_brace	Djinni's Brace		Рукавиці Джина			артефактні рукавиці	Предмети	
artifact_gloves	artifact gloves		артефактні рукавиці			нерозпізнані артефактні рукавиці	Предмети	
crystal_breastpiece	crystal breastpiece		кристалічний нагрудник			кристалічний нагрудник	Предмети	
crystal_helm	crystal helm		кристалічний шолом			кристалічний шолом	Предмети	
crystal_boots	crystal boots		кристалічні чоботи			кристалічні чоботи	Предмети	
crystal_shield	crystal shield		кристалічний щит			кристалічний щит	Предмети	
crystal_gauntlets	crystal gauntlets		кристалічні латні рукавиці			кристалічні латні рукавиці	Предмети	
vampire_doublet	vampire doublet		дублет вампіра			дублет вампіра	Предмети	
doublet	doublet		дублет			дублет	Предмети	
wizard_doublet	wizard doublet		дублет чарівника			дублет чарівника	Предмети	
healer_doublet	healer doublet		дублет цілителя			дублет цілителя	Предмети	
mirror_shield	mirror shield	Mirror Shields	дзеркальний щит			дзеркальний щит	Предмети	
brass_knuckles	brass knuckles		латунний кастет			кастет	Предмети	
knuckles	knuckles		кастет			кастет	Предмети	
iron_knuckles	iron knuckles		залізний кастет			залізний кастет	Предмети	
spiked_gauntlets	spiked gauntlets		шиповані латні рукавиці			шиповані латні рукавиці	Предмети	
tomalley	tomalley	Tomalleys	томалі			їстівний томалі	Предмети	
crystal_shard	crystal shard	CRYSTAL SHARDS	кристалічний уламок			кристалічний уламок	Предмети	
crystal_sword	crystal sword	Crystal Swords	кристалічний меч			кристалічний меч	Предмети	
crystal_spear	crystal spear		кристалічний спис			кристалічний спис	Предмети	
crystal_axe	crystal axe		кристалічна сокира			кристалічна сокира	Предмети	
crystal_mace	crystal mace		кристалічна булава			кристалічна булава	Предмети	
bronze_tomahawk	bronze tomahawk		бронзовий томагавк			бронзовий томагавк	Предмети	
tomahawk	tomahawk	TOMAHAWKS	томагавк			тип метальної сокири	Предмети	
iron_dagger	iron dagger		залізний кинджал			залізний кинджал	Предмети	
dagger	dagger	DAGGERS	кинджал			тип зброї	Предмети	
steel_chakram	steel chakram		сталевий чакрам			сталевий чакрам	Предмети	
chakram	chakram	CHAKRAMS	чакрам			тип метальної зброї	Предмети	
crystal_shuriken	crystal shuriken		кристалічний сюрикен			кристалічний сюрикен	Предмети	
shuriken	shuriken	SHURIKENS	сюрикен			тип метальної зброї	Предмети	
black_cloak	black cloak		чорний плащ			чорний плащ	Предмети	
magicstaff_of_stoneblood	magicstaff of stoneblood		магічний посох кам'яної крові			магічний посох із закляттям	Предмети	
stoneblood	Stoneblood		кам'яна кров			закляття кам’яної крові	Закляття	
magicstaff_of_bloodletting	magicstaff of bloodletting		магічний посох кровопускання			магічний посох із закляттям	Предмети	
bloodletting	Bloodletting		кровопускання			закляття кровопускання	Закляття	
magicstaff_of_conjure_skeleton	magicstaff of conjure skeleton		магічний посох виклику скелета			магічний посох із закляттям	Предмети	
conjure_skeleton	Conjure Skeleton		виклик скелета			закляття виклику скелета	Закляття	
blindfold_of_free_action	blindfold of free action		пов'язка вільної дії			пов’язка з ефектом вільної дії	Предмети	
free_action	Free Action	[Free Action]	вільна дія			ефект вільної дії	Механіки	
blindfold_of_telepathy	blindfold of telepathy		пов'язка телепатії			пов’язка з телепатією	Предмети	
telepathy	Telepathy	[Telepathy]	телепатія			ефект телепатії	Механіки	
spellbook_of_conjure_skeleton	spellbook of conjure skeleton		книга заклять виклику скелета			книга закляття виклику скелета	Предмети	
spellbook_of_stoneblood	spellbook of stoneblood		книга заклять кам'яної крові			книга закляття кам’яної крові	Предмети	
spellbook_of_bloodletting	spellbook of bloodletting		книга заклять кровопускання			книга закляття кровопускання	Предмети	
spellbook_of_reflect_magic	spellbook of reflect magic		книга заклять відбиття магії			книга відбиття магії	Предмети	
spellbook_of_spray_acid	spellbook of spray acid		книга заклять розпилення кислоти			книга закляття розпилення кислоти	Предмети	
spray_acid	Spray Acid		розпилення кислоти			закляття розпилення кислоти	Закляття	
spellbook_of_steal_weapon	spellbook of steal weapon		книга заклять викрадення зброї			книга закляття викрадення зброї	Предмети	
steal_weapon	Steal Weapon	[Steal]	викрадення зброї			закляття викрадення зброї	Закляття	
spellbook_of_drain_soul	spellbook of drain soul		книга заклять висмоктування душі			книга закляття висмоктування душі	Предмети	
drain_soul	Drain Soul		висмоктування душі			закляття висмоктування душі	Закляття	
spellbook_of_vampiric_aura	spellbook of vampiric aura		книга заклять вампіричної аури			книга вампіричної аури	Предмети	
spellbook_of_charm_monster	spellbook of charm monster		книга заклять зачарування істоти			книга закляття зачарування істоти	Предмети	
charm_monster	Charm Monster		зачарування монстра			закляття зачарування істоти	Закляття	
blue_mystic_orb	blue mystic orb		синя містична сфера			синя містична сфера	Предмети	
red_mystic_orb	red mystic orb		червона містична сфера			червона містична сфера	Предмети	
purple_mystic_orb	purple mystic orb		фіолетова містична сфера			фіолетова містична сфера	Предмети	
green_mystic_orb	green mystic orb		зелена містична сфера			зелена містична сфера	Предмети	
tunic	tunic		туніка			туніка	Предмети	
fez	fez		феска			феска	Предмети	
magicstaff_of_charm_monster	magicstaff of charm monster	Magicstaffs of Charm Monster	магічний посох зачарування істоти			магічний посох зачарування істоти	Предмети	
vial_of_blood	vial of blood		флакон крові			флакон крові	Предмети	
backpack	backpack	BACKPACKS	наплічник			наплічник	Предмети	
alembic	alembic	ALEMBICS	аламбік			алхімічний перегінний апарат	Предмети	
potion_of_firestorm	potion of firestorm		зілля вогняної бурі			зілля вогняної бурі	Предмети	
firestorm	Firestorm		вогняна буря			вогняна буря	Закляття	
unstable_potion	unstable potion	unstable potions	нестабільне зілля			нестабільне зілля	Предмети	
potion_of_icestorm	potion of icestorm		зілля крижаної бурі			зілля крижаної бурі	Предмети	
icestorm	Icestorm		крижана буря			крижана буря	Закляття	
potion_of_thunderstorm	potion of thunderstorm		зілля грозової бурі			зілля грозової бурі	Предмети	
thunderstorm	Thunderstorm		гроза			грозова буря	Закляття	
suede_boots	suede boots		замшеві чоботи			замшеві чоботи	Предмети	
suede_gloves	suede gloves		замшеві рукавички			замшеві рукавички	Предмети	
silver_cloak	silver cloak		срібний плащ			срібний плащ	Предмети	
silver_hood	silver hood		срібний каптур			срібний каптур	Предмети	
red_hood	red hood		червоний каптур			червоний каптур	Предмети	
silver_doublet	silver doublet		срібний дублет			срібний дублет	Предмети	
revert_form	Revert Form		відновлення форми			закляття повернення форми	Закляття	
rat_form	Rat Form		форма щура			закляття форми щура	Закляття	
arthropod_form	Arthropod Form		форма членистоногого			закляття форми членистоногого	Закляття	
troll_form	Troll Form		форма троля			закляття форми троля	Закляття	
imp_form	Imp Form		форма біса			закляття форми біса	Закляття	
spray_web	Spray Web	[Spray Web]	викид павутини			закляття створення павутини	Закляття	
power_strike	Power Strike	[Power Strike]	потужний удар			закляття потужного удару	Закляття	
detect_food	Detect Food	[Detect Food]	виявлення їжі			закляття виявлення їжі	Закляття	
weakness	Weakness	weaknesses|[Weakness]	слабкість			закляття слабкості	Закляття	
shaman_mask	shaman mask		маска шамана			маска шамана	Предмети	
teleport_other	Teleport Other		телепортація іншого			закляття телепортації іншої цілі	Закляття	
troll_s_blood	Troll's Blood	[Troll's Blood]	кров троля			закляття крові троля	Закляття	
flutter	Flutter		пурхання			закляття пурхання	Закляття	
dash	Dash	[Dash]	ривок			закляття ривка	Закляття	
detonator	detonator	Detonators	детонатор			детонатор	Предмети	
flame_trap	flame trap		вогняна пастка			вогняна пастка	Предмети	
sleep_trap	sleep trap		пастка сну			пастка сну	Предмети	
freeze_trap	freeze trap	freeze traps	заморожувальна пастка			заморожувальна пастка	Предмети	
teleportation_trap	teleportation trap		телепортаційна пастка			телепортаційна пастка	Предмети	
leather_apron	leather apron		шкіряний фартух			шкіряний фартух	Предмети	
enchanted_feather	enchanted feather		зачароване перо			зачароване перо	Предмети	
executioner_hood	executioner hood		каптур ката			каптур ката	Предмети	
charging	Charging		заряджання			закляття заряджання	Закляття	
quiver_of_silver_ammo	quiver of silver ammo		сагайдак зі срібними боєприпасами			сагайдак зі срібними боєприпасами	Предмети	
quiver_of_piercing_ammo	quiver of piercing ammo		сагайдак із пробивними боєприпасами			сагайдак із пробивними боєприпасами	Предмети	
quiver_of_swift_ammo	quiver of swift ammo		сагайдак зі швидкісними боєприпасами			сагайдак зі швидкими боєприпасами	Предмети	
quiver_of_fire_ammo	quiver of fire ammo		сагайдак із запалювальними боєприпасами			сагайдак із вогняними боєприпасами	Предмети	
quiver_of_springshot_ammo	quiver of springshot ammo		сагайдак із пружинними боєприпасами			сагайдак із пружинними боєприпасами	Предмети	
quiver_of_crystal_ammo	quiver of crystal ammo		сагайдак із кристалічними боєприпасами			сагайдак із кристалічними боєприпасами	Предмети	
quiver_of_hunting_ammo	quiver of hunting ammo		сагайдак із мисливськими боєприпасами			сагайдак із мисливськими боєприпасами	Предмети	
longbow	longbow	Longbows	довгий лук			довгий лук	Предмети	
compound_bow	compound bow	Compound	блочний лук			блочний лук	Предмети	
arbalest	arbalest	Arbalests	арбалет			арбалет	Предмети	
boomerang	boomerang		бумеранг			бумеранг	Предмети	
conjure_arrow	Conjure Arrow		створення стріли			закляття створення стріли	Закляття	
monocle	monocle		монокль			монокль	Предмети	
death_box	death box		скринька смерті			контейнер із майном загиблого гравця	Предмети	
bandit_mask	bandit mask	Bandit Masks	маска бандита			маска бандита	Предмети	
eyepatch	eyepatch		пов'язка на око			пов'язка на око	Предмети	
masquerade_mask	masquerade mask	Masquerade Masks	маскарадна маска			маска для маскараду	Предмети	
rose	rose	Roses	троянда			троянда	Предмети	
golden_mask	golden mask		золота маска			золота маска	Предмети	
spooky_mask	spooky mask	Spooky Masks	моторошна маска			моторошна маска	Предмети	
tech_goggles	tech goggles		технічні окуляри			технічні окуляри	Предмети	
hazard_goggles	hazard goggles		захисні окуляри			протинебезпечні окуляри	Предмети	
phantom_mask	phantom mask	Phantom Masks	маска фантома			маска фантома	Предмети	
pipe	pipe	Pipes	люлька			люлька	Предмети	
sweetgrass_sprig	sweetgrass sprig		стебло зубрівки			гілочка запашної трави	Предмети	
plague_mask	plague mask		чумна маска			захисна маска	Предмети	
mouth_knife	mouth knife		ніж у зубах			ніж для носіння в роті	Предмети	
silken_bow	silken bow		шовковий бант			шовкова прикраса-бантик	Предмети	
plumed_cap	plumed cap		шапка з пером			шапка з пером	Предмети	
bycocket	bycocket	Bycockets	бікокет			головний убір	Предмети	
top_hat	top hat		циліндр			високий капелюх	Предмети	
bandana	bandana	Bandanas	бандана			головний убір	Предмети	
circlet_of_mysticism	circlet of mysticism		обруч містицизму			магічний обруч	Предмети	
circlet	circlet		обруч			головний обруч	Предмети	
crown	crown	CROWNS	корона			головний убір	Предмети	
laurels	laurels		лавровий вінок			лавровий головний убір	Предмети	
turban	turban		тюрбан			головний убір	Предмети	
crowned_helmet	crowned helmet		коронований шолом			коронований шолом	Предмети	
warm_hat	warm hat		тепла шапка			теплий капелюх	Предмети	
wolf_hood	wolf hood		вовчий каптур			вовчий каптур	Предмети	
wolf	wolf		вовк			вовк	Істоти	
bear_hood	bear hood		ведмежий каптур			ведмежий каптур	Предмети	
stag_hood	stag hood		оленячий каптур			оленячий каптур	Предмети	
stag	stag		олень			олень	Істоти	
bunny_hood	bunny hood		кролячий каптур			кролячий каптур	Предмети	
bunny	bunny		кролик			кролик	Істоти	
bounty_hunter_s_hat	bounty hunter's hat		капелюх мисливця за головами			капелюх мисливця за винагородами	Предмети	
priestly_miter	priestly miter		жрецька митра			жрецький головний убір	Предмети	
magus_headdress	magus' headdress		головний убір мага			головний убір мага	Предмети	
chef_s_toque	chef's toque		кухарський ковпак			кухарський головний убір	Предмети	
mining_helmet	mining helmet		шахтарський шолом			шахтарський шолом	Предмети	
steel_visor	steel visor		сталеве забрало			сталеве забрало	Предмети	
crystal_visor	crystal visor		кришталеве забрало			кришталеве забрало	Предмети	
valkyrie_s_veil	Valkyrie's Veil		Вуаль валькірії			унікальне артефактне забрало	Предмети	
artifact_visor	artifact visor		артефактне забрало			нерозпізнане артефактне забрало	Предмети	
circlet_of_wisdom	circlet of wisdom		обруч мудрості			обруч мудрості	Предмети	
apprentice_s_hood	apprentice's hood		каптур учня			каптур учня	Предмети	
assassin_s_hood	assassin's hood		каптур убивці			каптур убивці	Предмети	
hood_of_whispers	hood of whispers		каптур шепотів			магічний каптур	Предмети	
ring_of_resolve	ring of resolve		перстень рішучості			перстень рішучості	Предмети	
cloak_of_the_guardian	cloak of the guardian		плащ охоронця			плащ охоронця	Предмети	
marigold	marigold		чорнобривець			маска-квітка	Предмети	
stone_key	stone key		кам'яний ключ			кам'яний ключ	Предмети	
spirit_key	spirit key		ключ духів			духовний ключ	Предмети	
bronze_key	bronze key		бронзовий ключ			бронзовий ключ	Предмети	
iron_key	iron key		залізний ключ			залізний ключ	Предмети	
silver_key	silver key		срібний ключ			срібний ключ	Предмети	
gold_key	gold key		золотий ключ			золотий ключ	Предмети	
crystal_key	crystal key		кришталевий ключ			кришталевий ключ	Предмети	
machine_key	machine key		механічний ключ			машинний ключ	Предмети	
focus_of_flames	focus of flames		фокус полум'я			магічний фокус вогню	Предмети	
focus	focus		магічний фокус			магічний фокус	Предмети	
flute	flute	[Flute]	флейта			музичний інструмент	Предмети	
lyre	lyre	[Lyre]	ліра			музичний інструмент	Предмети	
drum	drum	[Drum]	барабан			музичний інструмент	Предмети	
lute	lute	[Lute]	лютня			музичний інструмент	Предмети	
horn	horn	[Horn]	ріг			музичний інструмент	Предмети	
rapier	rapier	rapier's	рапіра			колюча зброя	Предмети	
amulet_of_burning_resistance	amulet of burning resistance		амулет опору горінню			амулет опору горінню	Предмети	
grease_ball	grease ball		куля мастила			куля мастила	Предмети	
branch_staff	branch staff		посох із гілки			посох із гілки	Предмети	
branch_bow	branch bow		лук із гілки			лук із гілки	Предмети	
infected_branch_bow	infected branch bow		заражений лук із гілки			заражений лук із гілки	Предмети	
dust_ball	dust ball		куля пилу			куля пилу	Предмети	
steel_flail	steel flail		сталевий ціп			сталевий ціп	Предмети	
spicy_ration	spicy ration		гострий пайок			гострий пайок	Предмети	
sour_ration	sour ration		кислий пайок			кислий пайок	Предмети	
bitter_ration	bitter ration		гіркий пайок			гіркий пайок	Предмети	
hearty_ration	hearty ration		ситний пайок			ситний пайок	Предмети	
herbal_ration	herbal ration		трав'яний пайок			трав'яний пайок	Предмети	
sweet_ration	sweet ration		солодкий пайок			солодкий пайок	Предмети	
frypan	frypan		сковорода			сковорода	Предмети	
cleats	cleats		черевики з шипами			взуття із шипами	Предмети	
bandit_leather	bandit leather		бандитський шкіряний обладунок			бандитський шкіряний обладунок	Предмети	
blouse	blouse		блуза			предмет одягу	Предмети	
bone_breastpiece	bone breastpiece		кістяний нагрудник			кістяний нагрудник	Предмети	
blackiron_breastpiece	blackiron breastpiece		нагрудник із чорного заліза			нагрудник із чорного заліза	Предмети	
silver_breastpiece	silver breastpiece		срібний нагрудник			срібний нагрудник	Предмети	
iron_pauldrons	iron pauldrons		залізні наплічники			залізні наплічники	Предмети	
quilted_gambeson	quilted gambeson		стьобаний гамбезон			стьобаний обладунок	Предмети	
cultist_robe	cultist robe		мантія культиста			мантія культиста	Предмети	
healer_robe	healer robe		мантія цілителя			мантія цілителя	Предмети	
monk_robe	monk robe		мантія монаха			чернеча мантія	Предмети	
wizard_robe	wizard robe		мантія чарівника			магічна роба	Предмети	
shawl	shawl	Shawls	шаль			предмет одягу	Предмети	
chain_hauberk	chain hauberk		кольчужний обладунок			кольчужний обладунок	Предмети	
bone_bracers	bone bracers		кістяні наручі			кістяні наручі	Предмети	
blackiron_gauntlets	blackiron gauntlets		латні рукавиці з чорного заліза			латні рукавиці з чорного заліза	Предмети	
silver_gauntlets	silver gauntlets		срібні латні рукавиці			срібні латні рукавиці	Предмети	
quilted_gloves	quilted gloves		стьобані рукавички			стьобані рукавички	Предмети	
chain_gloves	chain gloves		кольчужні рукавички			кольчужні рукавички	Предмети	
bone_boots	bone boots		кістяні чоботи			кістяні чоботи	Предмети	
blackiron_boots	blackiron boots		чоботи з чорного заліза			чоботи з чорного заліза	Предмети	
silver_boots	silver boots		срібні чоботи			срібні чоботи	Предмети	
quilted_boots	quilted boots		стьобані чоботи			стьобані чоботи	Предмети	
loafers	loafers		лофери			тип взуття	Предмети	
chain_boots	chain boots		кольчужні чоботи			кольчужні чоботи	Предмети	
scutum	scutum	Scutums	скутум			тип щита	Предмети	
bone_shield	bone shield		кістяний щит			кістяний щит	Предмети	
blackiron_shield	blackiron shield		щит із чорного заліза			щит із чорного заліза	Предмети	
silver_shield	silver shield		срібний щит			срібний щит	Предмети	
dendrite_cloak	dendrite cloak		дендритовий плащ			дендритовий плащ	Предмети	
bone_helm	bone helm		кістяний шолом			кістяний шолом	Предмети	
blackiron_helm	blackiron helm		шолом із чорного заліза			шолом із чорного заліза	Предмети	
silver_helm	silver helm		срібний шолом			срібний шолом	Предмети	
felt_hat	felt hat		фетровий капелюх			фетровий капелюх	Предмети	
quilted_cap	quilted cap		стьобана шапка			стьобаний головний убір	Предмети	
teal_hood	teal hood		бірюзовий каптур			бірюзовий каптур	Предмети	
chain_coif	chain coif		кольчужний каптур			кольчужний каптур	Предмети	
mushroom_slice	mushroom slice	Mushroom Slices	скибка гриба			їстівна скибка гриба	Предмети	
nut	nut	Nuts	горіх			їстівний предмет	Предмети	
focus_of_snow	focus of snow		фокус снігу			магічний фокус снігу	Предмети	
focus_of_needles	focus of needles		фокус голок			магічний фокус голок	Предмети	
focus_of_arcs	focus of arcs		фокус дуг			магічний фокус дуг	Предмети	
focus_of_sandblast	focus of sandblast		фокус піщаного вибуху			магічний фокус піщаного вибуху	Предмети	
icon_of_claim_life	icon of claim life		ікона поглинання життя			темна магічна ікона	Предмети	
icon_of_void_rift	icon of void rift		ікона розлому порожнечі			темна магічна ікона	Предмети	
icon_of_silence	icon of silence		ікона тиші			темна магічна ікона	Предмети	
icon_of_vengeance	icon of vengeance		ікона помсти			темна магічна ікона	Предмети	
icon_of_suppression	icon of suppression		ікона придушення			темна магічна ікона	Предмети	
symbol_of_peace	symbol of peace		символ миру			світлий магічний символ	Предмети	
symbol_of_justice	symbol of justice		символ справедливості			світлий магічний символ	Предмети	
symbol_of_providence	symbol of providence		символ провидіння			світлий магічний символ	Предмети	
symbol_of_purity	symbol of purity		символ чистоти			світлий магічний символ	Предмети	
symbol_of_sanctuary	symbol of sanctuary		символ прихистку			світлий магічний символ	Предмети	
archon_scepter	archon scepter		скіпетр архонта			магічний скіпетр архонта	Предмети	
scepter	scepter		скіпетр			тип магічного предмета	Предмети	
circlet_of_sorcery	circlet of sorcery		вінець чарівництва			магічний вінець чарівництва	Предмети	
circlet_of_thaumaturgy	circlet of thaumaturgy		вінець тауматургії			магічний вінець тауматургії	Предмети	
shillelagh	shillelagh	SHILLELAGHS	шилейла			тип ударної зброї	Предмети	
claymore	claymore	Claymores	клеймор			тип дворучного меча	Предмети	
anelace	anelace		анелас			тип клинкової зброї	Предмети	
lance	lance		лицарський спис			тип древкової зброї	Предмети	
steel_falshion	steel falshion		сталевий фальшіон			сталевий фальшіон	Предмети	
steel_greataxe	steel greataxe		сталева дворучна сокира			сталева дворучна сокира	Предмети	
blackiron_axe	blackiron axe		сокира з чорного заліза			сокира з чорного заліза	Предмети	
